http://svo2.cab.inta-csic.es/svo/theory/fps/index.php?mode=browse&gname=SLOAN&asttype=
CTIO_ANDICAM.B_YALO.dat  CTIO_ANDICAM.V_KPNO.dat  CTIO_ANDICAM.R_KPNO.dat  CTIO_ANDICAM.I_KPNO.dat  CTIO_ANDICAM.J.dat  CTIO_ANDICAM.H.dat  CTIO_ANDICAM.K.dat  
min(wavelength)/cm and max(wavelength)/cm:
  3.639000000e-05  4.786200000e-05  5.683400000e-05  7.191700000e-05  1.145000000e-04  1.450000000e-04  1.956000000e-04
  5.051000000e-05  6.302500000e-05  7.610900000e-05  9.745100000e-05  1.349000000e-04  1.811000000e-04  2.317000000e-04
(wavelength and transmission)*7 bands:
362
  3.639000000e-05  5.730000000e-03  4.786200000e-05  2.935800000e-02  5.683400000e-05  9.160000000e-03  7.191700000e-05  5.053100000e-02  1.145000000e-04  4.190000000e-03  1.450000000e-04  4.394000000e-03  1.956000000e-04  5.160000000e-03
  3.655000000e-05  1.559000000e-02  4.845800000e-05  2.048990000e-01  5.796600000e-05  1.064720000e-01  7.266300000e-05  1.611340000e-01  1.146000000e-04  5.720000000e-03  1.451000000e-04  4.910000000e-03  1.957000000e-04  7.100000000e-03
  3.679000000e-05  2.541000000e-02  4.920100000e-05  4.072960000e-01  5.907400000e-05  4.493650000e-01  7.324100000e-05  2.792470000e-01  1.147000000e-04  6.900000000e-03  1.452000000e-04  5.433000000e-03  1.958000000e-04  8.150000000e-03
  3.690000000e-05  3.529000000e-02  4.980700000e-05  5.717460000e-01  5.981500000e-05  7.291280000e-01  7.396100000e-05  5.074680000e-01  1.148000000e-04  8.770000000e-03  1.453000000e-04  6.161000000e-03  1.959000000e-04  8.640000000e-03
  3.702000000e-05  4.916000000e-02  5.000100000e-05  6.097380000e-01  6.033600000e-05  8.019140000e-01  7.504400000e-05  7.381880000e-01  1.149000000e-04  1.318000000e-02  1.454000000e-04  7.300000000e-03  1.960000000e-04  9.280000000e-03
  3.714000000e-05  6.702000000e-02  5.110700000e-05  6.802300000e-01  6.075800000e-05  8.600450000e-01  7.604800000e-05  8.122520000e-01  1.150000000e-04  1.966000000e-02  1.455000000e-04  9.067000000e-03  1.961000000e-04  1.011000000e-02
  3.730000000e-05  7.887000000e-02  5.202200000e-05  6.910370000e-01  6.178900000e-05  8.913670000e-01  7.694300000e-05  8.202510000e-01  1.151000000e-04  2.359000000e-02  1.456000000e-04  1.172000000e-02  1.962000000e-04  1.097000000e-02
  3.746000000e-05  9.869000000e-02  5.302800000e-05  7.276450000e-01  6.276800000e-05  8.909520000e-01  7.801100000e-05  8.507710000e-01  1.152000000e-04  2.676000000e-02  1.457000000e-04  1.536400000e-02  1.963000000e-04  1.198000000e-02
  3.766000000e-05  1.483700000e-01  5.410300000e-05  7.708680000e-01  6.383700000e-05  9.117280000e-01  7.916900000e-05  8.497580000e-01  1.153000000e-04  3.348000000e-02  1.458000000e-04  1.943000000e-02  1.964000000e-04  1.317000000e-02
  3.782000000e-05  1.582300000e-01  5.497400000e-05  7.690260000e-01  6.480300000e-05  9.203640000e-01  8.109400000e-05  8.122010000e-01  1.154000000e-04  4.458000000e-02  1.459000000e-04  2.333100000e-02  1.965000000e-04  1.427000000e-02
  3.794000000e-05  1.621400000e-01  5.607100000e-05  7.143840000e-01  6.572300000e-05  8.751220000e-01  8.208100000e-05  8.016810000e-01  1.155000000e-04  5.793000000e-02  1.460000000e-04  2.705900000e-02  1.966000000e-04  1.517000000e-02
  3.805000000e-05  1.720300000e-01  5.708300000e-05  6.087180000e-01  6.639500000e-05  8.901220000e-01  8.413400000e-05  8.021610000e-01  1.156000000e-04  7.086000000e-02  1.461000000e-04  3.075000000e-02  1.967000000e-04  1.693000000e-02
  3.814000000e-05  1.978700000e-01  5.804500000e-05  5.923160000e-01  6.699200000e-05  9.070910000e-01  8.526100000e-05  7.616090000e-01  1.157000000e-04  9.261000000e-02  1.462000000e-04  3.469000000e-02  1.968000000e-04  1.998000000e-02
  3.830000000e-05  2.495700000e-01  5.854300000e-05  6.345820000e-01  6.778400000e-05  9.206550000e-01  8.624700000e-05  7.430810000e-01  1.158000000e-04  1.179900000e-01  1.463000000e-04  3.976100000e-02  1.969000000e-04  2.207000000e-02
  3.838000000e-05  2.973200000e-01  5.903100000e-05  6.869310000e-01  6.840600000e-05  8.847950000e-01  8.753600000e-05  6.654900000e-01  1.160000000e-04  1.550400000e-01  1.464000000e-04  4.699000000e-02  1.970000000e-04  2.365000000e-02
  3.850000000e-05  3.311100000e-01  5.997900000e-05  6.069470000e-01  6.904800000e-05  8.509600000e-01  8.830200000e-05  6.339510000e-01  1.161000000e-04  2.008500000e-01  1.465000000e-04  5.711600000e-02  1.971000000e-04  2.573000000e-02
  3.858000000e-05  3.370400000e-01  6.062000000e-05  3.344910000e-01  6.975000000e-05  8.257170000e-01  8.931600000e-05  6.319390000e-01  1.162000000e-04  2.441700000e-01  1.466000000e-04  6.970000000e-02  1.972000000e-04  2.820000000e-02
  3.866000000e-05  3.350000000e-01  6.092100000e-05  1.879050000e-01  7.078100000e-05  8.394250000e-01  9.018600000e-05  6.399380000e-01  1.163000000e-04  3.254900000e-01  1.467000000e-04  8.382300000e-02  1.973000000e-04  3.080000000e-02
  3.878000000e-05  3.309400000e-01  6.100100000e-05  1.077460000e-01  7.140900000e-05  7.109670000e-01  9.133200000e-05  5.708580000e-01  1.164000000e-04  3.786900000e-01  1.468000000e-04  9.778000000e-02  1.974000000e-04  3.408000000e-02
  3.886000000e-05  3.368700000e-01  6.198500000e-05  3.132000000e-02  7.288400000e-05  3.107500000e-01  9.245000000e-05  3.581340000e-01  1.165000000e-04  4.249300000e-01  1.469000000e-04  1.101400000e-01  1.975000000e-04  3.828000000e-02
  3.894000000e-05  3.487700000e-01  6.302500000e-05  1.397000000e-02  7.399400000e-05  1.080990000e-01  9.341100000e-05  2.114770000e-01  1.166000000e-04  5.744700000e-01  1.470000000e-04  1.213430000e-01  1.976000000e-04  4.195000000e-02
  3.902000000e-05  3.786000000e-01  6.406500000e-05  0.000000000e+00  7.490900000e-05  3.215400000e-02  9.447400000e-05  8.784300000e-02  1.167000000e-04  6.113500000e-01  1.471000000e-04  1.322900000e-01  1.977000000e-04  4.478000000e-02
  3.906000000e-05  3.984900000e-01  6.510500000e-05  0.000000000e+00  7.610900000e-05  8.722000000e-03  9.535900000e-05  4.379000000e-02  1.168000000e-04  7.256200000e-01  1.472000000e-04  1.440240000e-01  1.978000000e-04  5.293000000e-02
  3.918000000e-05  4.482200000e-01  6.614500000e-05  0.000000000e+00  7.730900000e-05  0.000000000e+00  9.663200000e-05  1.324700000e-02  1.169000000e-04  7.822300000e-01  1.473000000e-04  1.581230000e-01  1.979000000e-04  6.929000000e-02
  3.927000000e-05  4.999600000e-01  6.718500000e-05  0.000000000e+00  7.850900000e-05  0.000000000e+00  9.745100000e-05  4.230000000e-03  1.170000000e-04  7.959000000e-01  1.474000000e-04  1.763000000e-01  1.980000000e-04  8.170000000e-02
  3.939000000e-05  5.257800000e-01  6.822500000e-05  0.000000000e+00  7.970900000e-05  0.000000000e+00  9.827000000e-05  0.000000000e+00  1.171000000e-04  8.458400000e-01  1.475000000e-04  1.998430000e-01  1.981000000e-04  9.094000000e-02
  3.947000000e-05  5.297200000e-01  6.926500000e-05  0.000000000e+00  8.090900000e-05  0.000000000e+00  9.908900000e-05  0.000000000e+00  1.172000000e-04  8.370700000e-01  1.476000000e-04  2.283000000e-01  1.982000000e-04  1.013700000e-01
  3.958000000e-05  5.196800000e-01  7.030500000e-05  0.000000000e+00  8.210900000e-05  0.000000000e+00  9.990800000e-05  0.000000000e+00  1.173000000e-04  8.172100000e-01  1.477000000e-04  2.602520000e-01  1.983000000e-04  1.141900000e-01
  3.974000000e-05  5.136100000e-01  7.134500000e-05  0.000000000e+00  8.330900000e-05  0.000000000e+00  1.007270000e-04  0.000000000e+00  1.174000000e-04  8.068800000e-01  1.478000000e-04  2.920800000e-01  1.984000000e-04  1.298100000e-01
  3.990000000e-05  5.234700000e-01  7.238500000e-05  0.000000000e+00  8.450900000e-05  0.000000000e+00  1.015460000e-04  0.000000000e+00  1.175000000e-04  7.950400000e-01  1.479000000e-04  3.202530000e-01  1.985000000e-04  1.489900000e-01
  3.998000000e-05  5.473300000e-01  7.342500000e-05  0.000000000e+00  8.570900000e-05  0.000000000e+00  1.023650000e-04  0.000000000e+00  1.176000000e-04  7.884200000e-01  1.480000000e-04  3.438040000e-01  1.986000000e-04  1.710300000e-01
  4.006000000e-05  5.811400000e-01  7.446500000e-05  0.000000000e+00  8.690900000e-05  0.000000000e+00  1.031840000e-04  0.000000000e+00  1.177000000e-04  7.863100000e-01  1.481000000e-04  3.623920000e-01  1.987000000e-04  1.893100000e-01
  4.014000000e-05  5.990200000e-01  7.550500000e-05  0.000000000e+00  8.810900000e-05  0.000000000e+00  1.040030000e-04  0.000000000e+00  1.178000000e-04  7.862100000e-01  1.482000000e-04  3.769020000e-01  1.988000000e-04  2.020900000e-01
  4.026000000e-05  6.487400000e-01  7.654500000e-05  0.000000000e+00  8.930900000e-05  0.000000000e+00  1.048220000e-04  0.000000000e+00  1.179000000e-04  7.867300000e-01  1.483000000e-04  3.931140000e-01  1.989000000e-04  2.331800000e-01
  4.042000000e-05  6.785200000e-01  7.758500000e-05  0.000000000e+00  9.050900000e-05  0.000000000e+00  1.056410000e-04  0.000000000e+00  1.180000000e-04  7.887200000e-01  1.484000000e-04  4.180200000e-01  1.990000000e-04  2.937400000e-01
  4.054000000e-05  6.983700000e-01  7.862500000e-05  0.000000000e+00  9.170900000e-05  0.000000000e+00  1.064600000e-04  0.000000000e+00  1.181000000e-04  7.938300000e-01  1.485000000e-04  4.562390000e-01  1.991000000e-04  3.365200000e-01
  4.058000000e-05  6.983400000e-01  7.966500000e-05  0.000000000e+00  9.290900000e-05  0.000000000e+00  1.072790000e-04  0.000000000e+00  1.182000000e-04  7.990500000e-01  1.486000000e-04  5.028360000e-01  1.992000000e-04  3.657300000e-01
