#      index      mass[g]      radius[cm]      temperature[K]      density[g/cm^3]      velocity[cm/s]      ye(initial)      entropy[kb/baryon]      expansion_timescale[s]
3000
   156     1.727911869e+30     3.903682180e+08     1.000000000e+09     2.598484024e+04     1.639546516e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   157     1.738575316e+30     3.905825751e+08     1.000000000e+09     2.594208119e+04     1.640446816e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   158     1.749232912e+30     3.907969323e+08     1.000000000e+09     2.589941590e+04     1.641347116e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   159     1.759884664e+30     3.910112895e+08     1.000000000e+09     2.585684412e+04     1.642247416e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   160     1.770530579e+30     3.912256466e+08     1.000000000e+09     2.581436559e+04     1.643147716e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   161     1.781170661e+30     3.914400038e+08     1.000000000e+09     2.577198005e+04     1.644048016e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   162     1.791804919e+30     3.916543610e+08     1.000000000e+09     2.572968726e+04     1.644948316e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   163     1.802433358e+30     3.918687181e+08     1.000000000e+09     2.568748696e+04     1.645848616e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   164     1.813055985e+30     3.920830753e+08     1.000000000e+09     2.564537889e+04     1.646748916e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   165     1.823672806e+30     3.922974325e+08     1.000000000e+09     2.560336280e+04     1.647649216e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   166     1.834283828e+30     3.925117896e+08     1.000000000e+09     2.556143845e+04     1.648549517e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   167     1.844889056e+30     3.927261468e+08     1.000000000e+09     2.551960558e+04     1.649449817e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   168     1.855488497e+30     3.929405040e+08     1.000000000e+09     2.547786394e+04     1.650350117e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   169     1.866082157e+30     3.931548611e+08     1.000000000e+09     2.543621329e+04     1.651250417e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   170     1.876670044e+30     3.933692183e+08     1.000000000e+09     2.539465337e+04     1.652150717e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   171     1.887252162e+30     3.935835755e+08     1.000000000e+09     2.535318394e+04     1.653051017e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   172     1.897828518e+30     3.937979326e+08     1.000000000e+09     2.531180476e+04     1.653951317e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   173     1.908399119e+30     3.940122898e+08     1.000000000e+09     2.527051557e+04     1.654851617e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   174     1.918963970e+30     3.942266470e+08     1.000000000e+09     2.522931614e+04     1.655751917e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   175     1.929523079e+30     3.944410041e+08     1.000000000e+09     2.518820622e+04     1.656652217e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   176     1.940076451e+30     3.946553613e+08     1.000000000e+09     2.514718557e+04     1.657552518e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   177     1.950624092e+30     3.948697185e+08     1.000000000e+09     2.510625394e+04     1.658452818e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   178     1.961166009e+30     3.950840756e+08     1.000000000e+09     2.506541109e+04     1.659353118e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   179     1.971702208e+30     3.952984328e+08     1.000000000e+09     2.502465679e+04     1.660253418e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   180     1.982232696e+30     3.955127900e+08     1.000000000e+09     2.498399078e+04     1.661153718e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   181     1.992757477e+30     3.957271471e+08     1.000000000e+09     2.494341285e+04     1.662054018e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
   182     2.003276559e+30     3.959415043e+08     1.000000000e+09     2.490292274e+04     1.662954318e+09     5.000000000e-02     1.000000000e+01     1.000000000e-02
