3000  1
1.0d0
1.0d0
     2.000000000e+26     2.154434690e+10     1.000000000e+00
     6.868822941e+27     7.002999715e+10     1.000000000e+00
     1.353764588e+28     8.780199516e+10     1.000000000e+00
     2.020646882e+28     1.003429373e+11     1.000000000e+00
     2.687529176e+28     1.103505234e+11     1.000000000e+00
     3.354411470e+28     1.188124942e+11     1.000000000e+00
     4.021293765e+28     1.262152800e+11     1.000000000e+00
     4.688176059e+28     1.328387068e+11     1.000000000e+00
     5.355058353e+28     1.388602909e+11     1.000000000e+00
     6.021940647e+28     1.444005426e+11     1.000000000e+00
     6.688822941e+28     1.495454606e+11     1.000000000e+00
     7.355705235e+28     1.543588167e+11     1.000000000e+00
     8.022587529e+28     1.588893626e+11     1.000000000e+00
     8.689469823e+28     1.631753030e+11     1.000000000e+00
     9.356352117e+28     1.672471994e+11     1.000000000e+00
     1.002323441e+29     1.711299265e+11     1.000000000e+00
     1.069011671e+29     1.748440336e+11     1.000000000e+00
     1.135699900e+29     1.784067153e+11     1.000000000e+00
     1.202388129e+29     1.818325216e+11     1.000000000e+00
     1.269076359e+29     1.851338870e+11     1.000000000e+00
     1.335764588e+29     1.883215312e+11     1.000000000e+00
     1.402452818e+29     1.914047691e+11     1.000000000e+00
     1.469141047e+29     1.943917513e+11     1.000000000e+00
     1.535829276e+29     1.972896559e+11     1.000000000e+00
     1.602517506e+29     2.001048411e+11     1.000000000e+00
     1.669205735e+29     2.028429685e+11     1.000000000e+00
     1.735893965e+29     2.055091040e+11     1.000000000e+00
     1.802582194e+29     2.081078011e+11     1.000000000e+00
     1.869270423e+29     2.106431689e+11     1.000000000e+00
     1.935958653e+29     2.131189301e+11     1.000000000e+00
     2.002646882e+29     2.155384694e+11     1.000000000e+00
     2.069335112e+29     2.179048736e+11     1.000000000e+00
     2.136023341e+29     2.202209674e+11     1.000000000e+00
     2.202711571e+29     2.224893424e+11     1.000000000e+00
     2.269399800e+29     2.247123831e+11     1.000000000e+00
     2.336088029e+29     2.268922888e+11     1.000000000e+00
     2.402776259e+29     2.290310929e+11     1.000000000e+00
     2.469464488e+29     2.311306797e+11     1.000000000e+00
     2.536152718e+29     2.331927990e+11     1.000000000e+00
     2.602840947e+29     2.352190788e+11     1.000000000e+00
     2.669529176e+29     2.372110370e+11     1.000000000e+00
     2.736217406e+29     2.391700909e+11     1.000000000e+00
     2.802905635e+29     2.410975666e+11     1.000000000e+00
     2.869593865e+29     2.429947067e+11     1.000000000e+00
     2.936282094e+29     2.448626773e+11     1.000000000e+00
     3.002970323e+29     2.467025744e+11     1.000000000e+00
     3.069658553e+29     2.485154297e+11     1.000000000e+00
     3.136346782e+29     2.503022154e+11     1.000000000e+00
     3.203035012e+29     2.520638489e+11     1.000000000e+00
     3.269723241e+29     2.538011971e+11     1.000000000e+00
     3.336411470e+29     2.555150801e+11     1.000000000e+00
     3.403099700e+29     2.572062746e+11     1.000000000e+00
     3.469787929e+29     2.588755167e+11     1.000000000e+00
     3.536476159e+29     2.605235054e+11     1.000000000e+00
     3.603164388e+29     2.621509044e+11     1.000000000e+00
     3.669852618e+29     2.637583451e+11     1.000000000e+00
     3.736540847e+29     2.653464283e+11     1.000000000e+00
     3.803229076e+29     2.669157266e+11     1.000000000e+00
     3.869917306e+29     2.684667857e+11     1.000000000e+00
     3.936605535e+29     2.700001265e+11     1.000000000e+00
     4.003293765e+29     2.715162467e+11     1.000000000e+00
     4.069981994e+29     2.730156215e+11     1.000000000e+00
     4.136670223e+29     2.744987060e+11     1.000000000e+00
     4.203358453e+29     2.759659355e+11     1.000000000e+00
