#      index      mass[g]      radius[cm]      temperature[K]      density[g/cm^3]      velocity[cm/s]      ye(initial)      entropy[kb/baryon]      expansion_timescale[s]
3000
    63     9.618882512e+29     2.655051684e+08     1.000000000e+09     6.796594248e+04     1.593031010e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    64     9.769379397e+29     2.657552518e+08     1.000000000e+09     6.777424924e+04     1.594531511e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    65     9.919734726e+29     2.660053351e+08     1.000000000e+09     6.758327621e+04     1.596032011e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    66     1.006994877e+30     2.662554185e+08     1.000000000e+09     6.739301999e+04     1.597532511e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    67     1.022002178e+30     2.665055018e+08     1.000000000e+09     6.720347723e+04     1.599033011e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    68     1.036995404e+30     2.667555852e+08     1.000000000e+09     6.701464459e+04     1.600533511e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    69     1.051974580e+30     2.670056686e+08     1.000000000e+09     6.682651875e+04     1.602034011e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    70     1.066939733e+30     2.672557519e+08     1.000000000e+09     6.663909640e+04     1.603534512e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    71     1.081890889e+30     2.675058353e+08     1.000000000e+09     6.645237426e+04     1.605035012e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    72     1.096828074e+30     2.677559186e+08     1.000000000e+09     6.626634906e+04     1.606535512e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    73     1.111751314e+30     2.680060020e+08     1.000000000e+09     6.608101755e+04     1.608036012e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    74     1.126660635e+30     2.682560854e+08     1.000000000e+09     6.589637650e+04     1.609536512e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    75     1.141556064e+30     2.685061687e+08     1.000000000e+09     6.571242270e+04     1.611037012e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    76     1.156437625e+30     2.687562521e+08     1.000000000e+09     6.552915296e+04     1.612537513e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    77     1.171305346e+30     2.690063354e+08     1.000000000e+09     6.534656410e+04     1.614038013e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    78     1.186159251e+30     2.692564188e+08     1.000000000e+09     6.516465295e+04     1.615538513e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    79     1.200999366e+30     2.695065022e+08     1.000000000e+09     6.498341638e+04     1.617039013e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    80     1.215825717e+30     2.697565855e+08     1.000000000e+09     6.480285126e+04     1.618539513e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    81     1.230638329e+30     2.700066689e+08     1.000000000e+09     6.462295449e+04     1.620040013e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    82     1.245437228e+30     2.702567523e+08     1.000000000e+09     6.444372298e+04     1.621540514e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    83     1.260222439e+30     2.705068356e+08     1.000000000e+09     6.426515365e+04     1.623041014e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    84     1.274993988e+30     2.707569190e+08     1.000000000e+09     6.408724345e+04     1.624541514e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    85     1.289751899e+30     2.710070023e+08     1.000000000e+09     6.390998935e+04     1.626042014e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    86     1.304496198e+30     2.712570857e+08     1.000000000e+09     6.373338831e+04     1.627542514e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    87     1.319226910e+30     2.715071691e+08     1.000000000e+09     6.355743734e+04     1.629043014e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    88     1.333944059e+30     2.717572524e+08     1.000000000e+09     6.338213344e+04     1.630543515e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    89     1.348647672e+30     2.720073358e+08     1.000000000e+09     6.320747365e+04     1.632044015e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    90     1.363337772e+30     2.722574191e+08     1.000000000e+09     6.303345501e+04     1.633544515e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    91     1.378014385e+30     2.725075025e+08     1.000000000e+09     6.286007457e+04     1.635045015e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    92     1.392677535e+30     2.727575859e+08     1.000000000e+09     6.268732943e+04     1.636545515e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    93     1.407327247e+30     2.730076692e+08     1.000000000e+09     6.251521666e+04     1.638046015e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    94     1.421963545e+30     2.732577526e+08     1.000000000e+09     6.234373338e+04     1.639546516e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    95     1.436586455e+30     2.735078359e+08     1.000000000e+09     6.217287672e+04     1.641047016e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    96     1.451196000e+30     2.737579193e+08     1.000000000e+09     6.200264381e+04     1.642547516e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    97     1.465792205e+30     2.740080027e+08     1.000000000e+09     6.183303180e+04     1.644048016e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    98     1.480375095e+30     2.742580860e+08     1.000000000e+09     6.166403788e+04     1.645548516e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
    99     1.494944693e+30     2.745081694e+08     1.000000000e+09     6.149565923e+04     1.647049016e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   100     1.509501024e+30     2.747582528e+08     1.000000000e+09     6.132789305e+04     1.648549517e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   101     1.524044112e+30     2.750083361e+08     1.000000000e+09     6.116073656e+04     1.650050017e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   102     1.538573981e+30     2.752584195e+08     1.000000000e+09     6.099418699e+04     1.651550517e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   103     1.553090654e+30     2.755085028e+08     1.000000000e+09     6.082824159e+04     1.653051017e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   104     1.567594157e+30     2.757585862e+08     1.000000000e+09     6.066289763e+04     1.654551517e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   105     1.582084513e+30     2.760086696e+08     1.000000000e+09     6.049815237e+04     1.656052017e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   106     1.596561745e+30     2.762587529e+08     1.000000000e+09     6.033400312e+04     1.657552518e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   107     1.611025878e+30     2.765088363e+08     1.000000000e+09     6.017044717e+04     1.659053018e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   108     1.625476935e+30     2.767589196e+08     1.000000000e+09     6.000748186e+04     1.660553518e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   109     1.639914939e+30     2.770090030e+08     1.000000000e+09     5.984510452e+04     1.662054018e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   110     1.654339915e+30     2.772590864e+08     1.000000000e+09     5.968331249e+04     1.663554518e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   111     1.668751886e+30     2.775091697e+08     1.000000000e+09     5.952210315e+04     1.665055018e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   112     1.683150874e+30     2.777592531e+08     1.000000000e+09     5.936147388e+04     1.666555519e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   113     1.697536905e+30     2.780093364e+08     1.000000000e+09     5.920142206e+04     1.668056019e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   114     1.711910000e+30     2.782594198e+08     1.000000000e+09     5.904194510e+04     1.669556519e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   115     1.726270183e+30     2.785095032e+08     1.000000000e+09     5.888304043e+04     1.671057019e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   116     1.740617478e+30     2.787595865e+08     1.000000000e+09     5.872470548e+04     1.672557519e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   117     1.754951907e+30     2.790096699e+08     1.000000000e+09     5.856693770e+04     1.674058019e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   118     1.769273493e+30     2.792597533e+08     1.000000000e+09     5.840973455e+04     1.675558520e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   119     1.783582260e+30     2.795098366e+08     1.000000000e+09     5.825309351e+04     1.677059020e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   120     1.797878230e+30     2.797599200e+08     1.000000000e+09     5.809701207e+04     1.678559520e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   121     1.812161426e+30     2.800100033e+08     1.000000000e+09     5.794148773e+04     1.680060020e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   122     1.826431872e+30     2.802600867e+08     1.000000000e+09     5.778651801e+04     1.681560520e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   123     1.840689589e+30     2.805101701e+08     1.000000000e+09     5.763210043e+04     1.683061020e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   124     1.854934601e+30     2.807602534e+08     1.000000000e+09     5.747823255e+04     1.684561521e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   125     1.869166930e+30     2.810103368e+08     1.000000000e+09     5.732491192e+04     1.686062021e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   126     1.883386598e+30     2.812604201e+08     1.000000000e+09     5.717213610e+04     1.687562521e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   127     1.897593629e+30     2.815105035e+08     1.000000000e+09     5.701990268e+04     1.689063021e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   128     1.911788044e+30     2.817605869e+08     1.000000000e+09     5.686820926e+04     1.690563521e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   129     1.925969866e+30     2.820106702e+08     1.000000000e+09     5.671705343e+04     1.692064021e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   130     1.940139118e+30     2.822607536e+08     1.000000000e+09     5.656643283e+04     1.693564522e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   131     1.954295821e+30     2.825108369e+08     1.000000000e+09     5.641634509e+04     1.695065022e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   132     1.968439998e+30     2.827609203e+08     1.000000000e+09     5.626678785e+04     1.696565522e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   133     1.982571671e+30     2.830110037e+08     1.000000000e+09     5.611775876e+04     1.698066022e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   134     1.996690862e+30     2.832610870e+08     1.000000000e+09     5.596925551e+04     1.699566522e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   135     2.010797593e+30     2.835111704e+08     1.000000000e+09     5.582127577e+04     1.701067022e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   136     2.024891886e+30     2.837612538e+08     1.000000000e+09     5.567381723e+04     1.702567523e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   137     2.038973763e+30     2.840113371e+08     1.000000000e+09     5.552687762e+04     1.704068023e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   138     2.053043245e+30     2.842614205e+08     1.000000000e+09     5.538045463e+04     1.705568523e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   139     2.067100356e+30     2.845115038e+08     1.000000000e+09     5.523454602e+04     1.707069023e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   140     2.081145115e+30     2.847615872e+08     1.000000000e+09     5.508914951e+04     1.708569523e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   141     2.095177546e+30     2.850116706e+08     1.000000000e+09     5.494426287e+04     1.710070023e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   142     2.109197669e+30     2.852617539e+08     1.000000000e+09     5.479988386e+04     1.711570524e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   143     2.123205507e+30     2.855118373e+08     1.000000000e+09     5.465601025e+04     1.713071024e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   144     2.137201080e+30     2.857619206e+08     1.000000000e+09     5.451263986e+04     1.714571524e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   145     2.151184411e+30     2.860120040e+08     1.000000000e+09     5.436977046e+04     1.716072024e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   146     2.165155520e+30     2.862620874e+08     1.000000000e+09     5.422739988e+04     1.717572524e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   147     2.179114429e+30     2.865121707e+08     1.000000000e+09     5.408552594e+04     1.719073024e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   148     2.193061159e+30     2.867622541e+08     1.000000000e+09     5.394414648e+04     1.720573525e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   149     2.206995732e+30     2.870123374e+08     1.000000000e+09     5.380325934e+04     1.722074025e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   150     2.220918168e+30     2.872624208e+08     1.000000000e+09     5.366286239e+04     1.723574525e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   151     2.234828489e+30     2.875125042e+08     1.000000000e+09     5.352295349e+04     1.725075025e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   152     2.248726716e+30     2.877625875e+08     1.000000000e+09     5.338353053e+04     1.726575525e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   153     2.262612870e+30     2.880126709e+08     1.000000000e+09     5.324459139e+04     1.728076025e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   154     2.276486971e+30     2.882627543e+08     1.000000000e+09     5.310613398e+04     1.729576526e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   155     2.290349041e+30     2.885128376e+08     1.000000000e+09     5.296815622e+04     1.731077026e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   156     2.304199101e+30     2.887629210e+08     1.000000000e+09     5.283065603e+04     1.732577526e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   157     2.318037171e+30     2.890130043e+08     1.000000000e+09     5.269363134e+04     1.734078026e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   158     2.331863272e+30     2.892630877e+08     1.000000000e+09     5.255708010e+04     1.735578526e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   159     2.345677425e+30     2.895131711e+08     1.000000000e+09     5.242100027e+04     1.737079026e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   160     2.359479650e+30     2.897632544e+08     1.000000000e+09     5.228538982e+04     1.738579527e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   161     2.373269969e+30     2.900133378e+08     1.000000000e+09     5.215024672e+04     1.740080027e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   162     2.387048400e+30     2.902634211e+08     1.000000000e+09     5.201556896e+04     1.741580527e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   163     2.400814966e+30     2.905135045e+08     1.000000000e+09     5.188135454e+04     1.743081027e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   164     2.414569686e+30     2.907635879e+08     1.000000000e+09     5.174760148e+04     1.744581527e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   165     2.428312581e+30     2.910136712e+08     1.000000000e+09     5.161430778e+04     1.746082027e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   166     2.442043671e+30     2.912637546e+08     1.000000000e+09     5.148147148e+04     1.747582528e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   167     2.455762977e+30     2.915138379e+08     1.000000000e+09     5.134909062e+04     1.749083028e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   168     2.469470517e+30     2.917639213e+08     1.000000000e+09     5.121716324e+04     1.750583528e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   169     2.483166314e+30     2.920140047e+08     1.000000000e+09     5.108568742e+04     1.752084028e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   170     2.496850386e+30     2.922640880e+08     1.000000000e+09     5.095466121e+04     1.753584528e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   171     2.510522755e+30     2.925141714e+08     1.000000000e+09     5.082408270e+04     1.755085028e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   172     2.524183439e+30     2.927642548e+08     1.000000000e+09     5.069394998e+04     1.756585529e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   173     2.537832459e+30     2.930143381e+08     1.000000000e+09     5.056426114e+04     1.758086029e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   174     2.551469835e+30     2.932644215e+08     1.000000000e+09     5.043501430e+04     1.759586529e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   175     2.565095586e+30     2.935145048e+08     1.000000000e+09     5.030620757e+04     1.761087029e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   176     2.578709733e+30     2.937645882e+08     1.000000000e+09     5.017783908e+04     1.762587529e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   177     2.592312294e+30     2.940146716e+08     1.000000000e+09     5.004990698e+04     1.764088029e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   178     2.605903291e+30     2.942647549e+08     1.000000000e+09     4.992240940e+04     1.765588530e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   179     2.619482742e+30     2.945148383e+08     1.000000000e+09     4.979534450e+04     1.767089030e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   180     2.633050667e+30     2.947649216e+08     1.000000000e+09     4.966871046e+04     1.768589530e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   181     2.646607086e+30     2.950150050e+08     1.000000000e+09     4.954250544e+04     1.770090030e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   182     2.660152018e+30     2.952650884e+08     1.000000000e+09     4.941672763e+04     1.771590530e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   183     2.673685483e+30     2.955151717e+08     1.000000000e+09     4.929137522e+04     1.773091030e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
   184     2.687207499e+30     2.957652551e+08     1.000000000e+09     4.916644642e+04     1.774591531e+09     1.000000000e-01     1.000000000e+01     1.000000000e-02
