#      index      mass[g]      radius[cm]      temperature[K]      density[g/cm^3]      velocity[cm/s]      ye(initial)      entropy[kb/baryon]      expansion_timescale[s]
3000
   154     2.054563468e+30     2.882627543e+08     1.000000000e+09     4.792907852e+04     1.729576526e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   155     2.067074193e+30     2.885128376e+08     1.000000000e+09     4.780455153e+04     1.731077026e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   156     2.079574079e+30     2.887629210e+08     1.000000000e+09     4.768045556e+04     1.732577526e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   157     2.092063143e+30     2.890130043e+08     1.000000000e+09     4.755678873e+04     1.734078026e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   158     2.104541406e+30     2.892630877e+08     1.000000000e+09     4.743354920e+04     1.735578526e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   159     2.117008885e+30     2.895131711e+08     1.000000000e+09     4.731073512e+04     1.737079026e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   160     2.129465599e+30     2.897632544e+08     1.000000000e+09     4.718834467e+04     1.738579527e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   161     2.141911568e+30     2.900133378e+08     1.000000000e+09     4.706637600e+04     1.740080027e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   162     2.154346808e+30     2.902634211e+08     1.000000000e+09     4.694482731e+04     1.741580527e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   163     2.166771339e+30     2.905135045e+08     1.000000000e+09     4.682369680e+04     1.743081027e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   164     2.179185179e+30     2.907635879e+08     1.000000000e+09     4.670298266e+04     1.744581527e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   165     2.191588347e+30     2.910136712e+08     1.000000000e+09     4.658268311e+04     1.746082027e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   166     2.203980860e+30     2.912637546e+08     1.000000000e+09     4.646279636e+04     1.747582528e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   167     2.216362738e+30     2.915138379e+08     1.000000000e+09     4.634332066e+04     1.749083028e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   168     2.228733999e+30     2.917639213e+08     1.000000000e+09     4.622425424e+04     1.750583528e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   169     2.241094659e+30     2.920140047e+08     1.000000000e+09     4.610559534e+04     1.752084028e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   170     2.253444739e+30     2.922640880e+08     1.000000000e+09     4.598734223e+04     1.753584528e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   171     2.265784255e+30     2.925141714e+08     1.000000000e+09     4.586949318e+04     1.755085028e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   172     2.278113227e+30     2.927642548e+08     1.000000000e+09     4.575204645e+04     1.756585529e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   173     2.290431671e+30     2.930143381e+08     1.000000000e+09     4.563500034e+04     1.758086029e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   174     2.302739606e+30     2.932644215e+08     1.000000000e+09     4.551835314e+04     1.759586529e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   175     2.315037050e+30     2.935145048e+08     1.000000000e+09     4.540210314e+04     1.761087029e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   176     2.327324021e+30     2.937645882e+08     1.000000000e+09     4.528624867e+04     1.762587529e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   177     2.339600536e+30     2.940146716e+08     1.000000000e+09     4.517078804e+04     1.764088029e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   178     2.351866613e+30     2.942647549e+08     1.000000000e+09     4.505571957e+04     1.765588530e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   179     2.364122270e+30     2.945148383e+08     1.000000000e+09     4.494104160e+04     1.767089030e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   180     2.376367525e+30     2.947649216e+08     1.000000000e+09     4.482675249e+04     1.768589530e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   181     2.388602396e+30     2.950150050e+08     1.000000000e+09     4.471285057e+04     1.770090030e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
