http://svo2.cab.inta-csic.es/svo/theory/fps/index.php?mode=browse&gname=SLOAN&asttype=
Gemini_Flamingos2.J  Gemini_Flamingos2.H  Gemini_Flamingos2.Ks
min(wavelength)/cm and max(wavelength)/cm:
  1.153500000e-04  1.461300000e-04  1.959400000e-04
  1.353000000e-04  1.812300000e-04  2.360800000e-04
(wavelength and transmission)*3 bands:
802
  1.153500000e-04  4.000000000e-03  1.461300000e-04  4.000000000e-03  1.959400000e-04  4.100000000e-03
  1.154000000e-04  4.200000000e-03  1.461800000e-04  4.400000000e-03  1.959900000e-04  4.400000000e-03
  1.154500000e-04  4.400000000e-03  1.462300000e-04  4.800000000e-03  1.960400000e-04  4.700000000e-03
  1.155000000e-04  4.700000000e-03  1.462800000e-04  5.200000000e-03  1.960900000e-04  5.000000000e-03
  1.155500000e-04  4.900000000e-03  1.463300000e-04  5.500000000e-03  1.961400000e-04  5.300000000e-03
  1.156000000e-04  5.300000000e-03  1.463800000e-04  5.900000000e-03  1.961900000e-04  5.700000000e-03
  1.156500000e-04  5.800000000e-03  1.464300000e-04  6.500000000e-03  1.962400000e-04  6.100000000e-03
  1.157000000e-04  6.400000000e-03  1.464800000e-04  7.000000000e-03  1.962900000e-04  6.500000000e-03
  1.157500000e-04  7.200000000e-03  1.465300000e-04  7.400000000e-03  1.963400000e-04  7.000000000e-03
  1.158000000e-04  8.100000000e-03  1.465800000e-04  8.000000000e-03  1.963900000e-04  7.500000000e-03
  1.158500000e-04  9.300000000e-03  1.466300000e-04  8.400000000e-03  1.964400000e-04  8.000000000e-03
  1.159000000e-04  1.060000000e-02  1.466800000e-04  9.100000000e-03  1.964900000e-04  8.600000000e-03
  1.159500000e-04  1.240000000e-02  1.467300000e-04  9.800000000e-03  1.965400000e-04  9.300000000e-03
  1.160000000e-04  1.450000000e-02  1.467800000e-04  1.060000000e-02  1.965900000e-04  1.010000000e-02
  1.160500000e-04  1.720000000e-02  1.468300000e-04  1.130000000e-02  1.966400000e-04  1.080000000e-02
  1.161000000e-04  2.080000000e-02  1.468800000e-04  1.210000000e-02  1.966900000e-04  1.170000000e-02
  1.161500000e-04  2.470000000e-02  1.469300000e-04  1.310000000e-02  1.967400000e-04  1.250000000e-02
  1.162000000e-04  2.940000000e-02  1.469800000e-04  1.410000000e-02  1.967900000e-04  1.330000000e-02
  1.162500000e-04  3.510000000e-02  1.470300000e-04  1.530000000e-02  1.968400000e-04  1.460000000e-02
